ID,word,final_normalized_detail
5831,اداء,به جا آوردن، انجام دادن.
5832,ادات,افزار، ابزار، آلت، وسيله.
5833,اداره,نظام دادن، گرداندن کار.  بخشی از هر وزارتخانه که مسئولیت انجام دادن بخشی از کارهای دولتی را به عهده دارد.
5834,اداره بازي,تشريفات اداري، فرماليته.
5835,اداري,منسوب به اداره، وابسته به اداره. آن که در اداره کار کند.
5836,ادام,خورش، نان خورش، قاتق، اِبا. پیشوای قوم. موافق و سازگار.
5837,ادامه,دايم داشتن، دوام دادن.
5838,اداني,جِ ادنی. نزدیکان، نزدیک ترها. عوام، از طبقات پَست.
5839,ادب,فرهنگ، دانش. هنر. معاشرت، روش پسندیده. شرم، حرمت.
5840,ادب ديدن,ادب شدن، تنبيه شدن.
5841,ادب ساز,ادب سازنده، تربيت کننده.
5842,ادب کردن,مجازات کردن.
5843,ادباء,جِ اديب ؛ مردمان داراي ادب و فرهنگ.
5844,ادبار,پشت کردن، پشت به دشمن کردن و گریختن.  نگون بختی، بدبختی.  نگون بخت، سیه روز.
5845,ادبي,نوشته‌اي که موضوع و سبک آن ادبي باشد، نوشته‌هايي که با فنون ادبي بستگي داشته و دربارة ادبيات باشد.
5846,ادبيات,آثار ادبي، علوم ادبي.  ؛ ~ تطبيقي  مطالعة ادبيات به شيوة فرامرزي.  ؛ ~ کلاسيک  مجموعة آثار با ارزش باقي مانده از سخنوران و نويسندگان کهن هر ملتي.  ؛ ~ ِ شفاهي  مجموعة آثار فرهنگي رايج در بين مردم اعم از چيستان‌ها، متل‌ها، افسانه‌ها و همانند آن.
5847,ادبير,نحوست، بدبختی.  منحوس، بدبخت.
5848,ادخار,ذخیره کردن. برگزیدن.
5849,ادخال,درآوردن، داخل کردن.
5850,ادخل,زدن      تخمين زدن.
5851,ادراج,داخل کردن.  درنوردیدن، پیچیدن.
5852,ادرار,روان ساختن، جاری کردن.  وظیفه، مقرری.  بول، شاش.
5853,ادرارنامه,حکم اعطاي حقوق و مستمري.
5854,ادراک,دريافتن، فهميدن.
5855,ادرکني,به من کمک کن، مرا درياب.
5856,ادرمه,نک آدرم.
5857,ادعاء,دعوی کردن، مدعی شدن. نام و نسب خویش گفتن پیش حریف در کارزار. آرزو کردن.
5858,ادعانامه,هر نوشته‌ای که دعوی و ادعایی را علیه کسی یا کسانی دربرداشته باشد. نوشته‌ای رسمی که به وسیلة آن دادستان و یا مقام دیگری از دادگاه صالحه برای متهم به ارتکاب جرمی تقاضای رسیدگی و مجازات می‌کند، کیفرخواست.
5859,ادعيه,جِ دعاء.
5860,ادغام,در هم فشردن و فرو بردن دو چیز. حرفی را در حرف دیگر آمیختن.
5861,ادکلن,مايع خوشبو کننده‌اي مرکب از آب، الکل و عطرهاي مختلف مأخوذ از شهر کلن آلمان که مرکز ساخت آب‌هاي معطر است.
5862,ادکن,تيره گون، خاکستري رنگ.
5863,ادله,جِ دليل ؛ برهان‌ها، حجت‌ها.
5864,ادمان,پيوسته و دايم کاري را کردن.
5865,ادناس,جِ دَنس ؛ آلوده به چرک، آلوده به زشتخويي.
5866,ادني,نزدیک تر، اقرب. زبون تر، پست تر. ج. اَدانی.
5867,ادهان,جِ دُهن، دُهنه ؛ روغن‌ها، چربي‌ها.
5868,ادهم,سیاه رنگ، خاکستری. آثار نو. آثار کهنه و پوسیده. بند، قید. اسب سیاه، اسب تندرو.
5869,ادهمان,اسب.
5870,ادوات,جِ اَدات ؛ آلت‌ها، اسباب‌ها، دست افزارها.
5871,ادوار,جِ دور؛  گردش‌ها، زمان  ‌ها. دوایر نود و یک گانة موسیقی.
5872,ادواري,نوبتي، دوره‌اي.
5873,ادويه,جِ دواء؛ داروها.   عموم دیگ افزارها از هر نوع مانند: فلفل، دارچین، زیره....
5874,ادويه جات,جِ ادويه .
5875,اديال,پتو، مفرش گونه‌اي که لحاف و فرش و مانند آن را در آن بندند.
5876,اديان,جِ دين ؛ کيش‌ها، آيين‌ها.
5877,اديب,بافرهنگ، دانشمند. دانای علم و ادب. معلم، مربی.
5878,اديبانه,مانند ادیبان.  ادبی، مربوط به ادبیات.
5879,اديت,ويرايش.
5880,اديتور,ويراستار.
5881,اديم,چرم دباغی شده.  پوست خوشبوی سرخ رنگ. روی زمین. سفرة غذا.
5882,اذابه,آب کردن، ذوب کردن، گداختن. غارت کردن. نیکو کردن کار خود را.
5883,اذاعه,آشکار ساختن، فاش کردن.
5884,اذاقت,چشانیدن. چیزی آزمودن. مکافات امری را نمودن.
5885,اذالت,فروهشتن دامان، دراز کردن دامن.
5886,اذان,آگاه کردن، خبر دادن. خبر دادن از وقت نماز.
5887,اذعان,اقرار کردن، گردن نهادن.  فروتنی کردن، فرمانبرداری.
5888,اذفر,خوشبو، پربو: مشک اذفر.
5889,اذکار,جِ ذکر؛ ياد کردن‌ها، وردها، دعاها.
5890,اذکار,دعا خواندن.  یاد کردن.
5891,اذکياء,جِ ذکی. زیرکان. پاکان.
5892,اذل,ذليل تر، خوارتر.
5893,اذلال,پست شمردن، خوار گرفتن.
5894,اذله,جِ ذلیل ؛ ذلیل شدگان. جِ ذلول ؛ نرم دلان.
5895,اذمه,جِ ذمام و ججِ ذمه ؛ حق و حقوق.
5896,اذن,گوش.
5897,اذن,رخصت دادن، اجازه دادن.  فرمان، رخصت، اجازه.
5898,اذن دادن,رخصت دادن، جايز شمردن، مرخص کردن.
5899,اذناب,جِ ذَنَب. دم‌ها، دنبال‌ها. بندگان، کنیزکان.
5900,اذهاب,بردن، دور کردن. جاری ساختن. زراندود کردن.
5901,اذهال,به فراموشي سپردن.
5902,اذي,آزار، رنج. خس و خاشاک.  رنجش. رنجه کردن، رنجیدن. پلیدی.
5903,اذي,مرد بسیار رنجیده، مرد بسیار متأذی شونده. مرد بسیار رنجاننده، بسیار آزار رساننده.
5904,اذيال,جِ ذیل ؛ دامن‌ها. آخر چیزها. دُم‌ها.
5905,اذيت,آزار، رنج، زحمت.  آزرده شدن، رنج کشیدن.  رنجانیدن، اذا و اذی نیز گویند.
5906,ار,هرگاه، اگر. یا.
5907,ارابه,گاري با دو چرخ که از چوب مي‌ساختند و براي حمل بار از آن استفاده مي‌کردند.
5908,اراجيف,جِ ارجاف ؛ سخنان ياوه و دروغ.
5909,اراحه,آسودن، برآسودن.  راحت رسانیدن، آسایش دادن. حق به حق دار دادن، رو کردن حق کسی را.
5910,ارادت,خواستن.  خواست، میل، قصد. در فارسی علاقه مندی، سرسپردگی مرید به مرشد. دوستی از روی اخلاص و بی ریایی.
5911,ارادتمند,آن که ارادت مي‌ورزد، مخلص.
5912,اراده,خواستن.  خواست، میل، آهنگ.
5913,اراده,گردونه، ارابه.
5914,اراذل,جِ ارذل ؛ ناکسان، زبونان، مردم پست.
5915,اراضي,جِ اَرض. زمین‌ها.  زمین‌های دایر و مزروع.  ؛ ~ موات  زمین  ‌هایی که دایر نباشد و مالکی نداشته باشد.  ؛~ ِ عُشر زمین‌هایی که موقع گرفتن مالیات مساحت آن منظور نمی‌شود.  ؛ ~ بایر زمین‌هایی که در آن‌ها کشت و زرع و آبادی نباشد. مق. دایر.
5916,اراقت,ریختن آب یا مایعات. شاشیدن.
5917,اراقه,نک اراقت.
5918,اراقيطون,باباآدم .
5919,اراک,درختچه‌ای است از تیرة اراکی‌ها که فقط شامل یک گونه‌است. برگ‌هایش متقابل و کمی گوشتالو است، گل‌هایش سفیدرنگ و کوچک و به شکل خوشه که در انتهای شاخه‌ها قرار می‌گیرند، می‌باشد. میوه اش هسته و زردرنگ  است و آن را کباث نامند و در صورتی که نارس باشد سبزرنگ است که خمط یا جهاض نامیده می‌شود و خواص دارویی دارد. مرکز استان مرکزی.
5920,ارامل,جِ ارمل و ارامله.
5921,ارانگوتان,اوران اوتان  جانوري است از نوع آدم نمايان داراي قد نزديک به انسان، بدنش پر مو با سينة پهن و دست‌هاي دراز تا زانو و بازوان ستبر، دُم ندارد و مانند انسان روي دو پا حرکت مي‌کند و در جواني بسيار باهوش است و زود اهلي مي‌شود.
5922,ارايک,جِ اَريکه ؛ تخت‌ها.
5923,ارائه,نمودن، نشان دادن.
5924,ارب,حاجت. مقصود. ج. آراب.
5925,ارباب,جِ رب. پرورش دهندگان، مربیان. مالک، دارا، صاحبِ مِلúک. خداوندگار. آقا.
5926,ارباب رجوع,مراجعه کنندگان، متقاضيان، رجوع کنندگان.
5927,ارباب رعيتي,نظام اجتماعي و اقتصادي که در آن ارباب مالک وسايل توليد است و با بهره کشي از رعيت به محصول اضافي دست مي‌يابد.
5928,ارباب فرمان,اولياء، اولوالامر.
5929,ارباب معني,خاصان، فرزانگان، دل آگاهان.
5930,اربطه,جِ رباط ؛ کاروانسراها.
5931,اربع,چهار. چهار زن.
5932,اربعه,اربع، چهار. چهار مرد. چهارگانه.
5933,اربعين,چهل، چهلم. چله، چهل روزی که صوفیان در گوشه‌ای نشسته به ریاضت و عبادت پردازند. چهلمین روز درگذشت شخص. چهل  روز  بعد از روز عاشورا، بیستم ماه صفر.
5934,اربيان,میگو. بابونة سگ.
5935,ارتاج,در را محکم بستن.
5936,ارتاق,= اورتاق. اورتاغ. ارتق. ارتاغ: تاجر، بازرگان.   شریک، انباز، مصاحب.
5937,ارتباط,ربط دادن، پیوند چیزی به چیزی.  بستگی، پیوستگی، رابطه. ج. ارتباطات.
5938,ارتباطات,جِ ارتباط.  اطلاعات و پیام‌های مبادله شده.  مجموعة عمل‌ها و وسیله‌هایی که ارتباط را برقرار می‌کنند. طریقه یا نظام برقراری ارتباط.
5939,ارتباطي,منسوب به ارتباط، آن چه که بستگی به ارتباط داشته باشد. ویژگی آن چه که با آن ارتباط برقرار می‌شود.
5940,ارتجاء,امیدوار بودن.  امیدواری.
5941,ارتجاج,جنبیدن، لرزیدن. موج زدن دریا.  لرز، لرزه. تشویش، اضطراب.
5942,ارتجاع,بازگشتن.  بازگشت.  باز   گردانیدن.  نیروهای کهنه گرا و مخالف پیشرفت و تمدن.
